JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	agent
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	director
DIVA ARGELIS PATINO DE DONADO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	representante
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	presidente
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	suscriptor
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	agent
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	director
DIVA ARGELIS PATINO DE DONADO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	representante
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	presidente
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	suscriptor
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	agent
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	director
DIVA ARGELIS PATINO DE DONADO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	representante
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	presidente
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	suscriptor
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	agent
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	director
DIVA ARGELIS PATINO DE DONADO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	representante
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	presidente
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	suscriptor
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	agent
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	director
DIVA ARGELIS PATINO DE DONADO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	representante
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	presidente
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	suscriptor
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	agent
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	director
DIVA ARGELIS PATINO DE DONADO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	representante
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	presidente
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	suscriptor
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	agent
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	director
DIVA ARGELIS PATINO DE DONADO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	representante
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	presidente
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	suscriptor
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	agent
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	director
DIVA ARGELIS PATINO DE DONADO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	representante
JURGEN MOSSACK	ESTABLECIMIENTO DE CAUCION EUROPA, S. A.	presidente
HANS PETER BRUELLMANN	WRAY INVESTMENTS S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	WRAY INVESTMENTS S. A.	suscriptor
JURGEN MOSSACK	WRAY INVESTMENTS S. A.	agent
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	director
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	WRAY INVESTMENTS S. A.	representante
JOSEF COUNT MERAN	WRAY INVESTMENTS S. A.	presidente
HANS PETER BRUELLMANN	WRAY INVESTMENTS S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	WRAY INVESTMENTS S. A.	suscriptor
JURGEN MOSSACK	WRAY INVESTMENTS S. A.	agent
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	director
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	WRAY INVESTMENTS S. A.	representante
JOSEF COUNT MERAN	WRAY INVESTMENTS S. A.	presidente
HANS PETER BRUELLMANN	WRAY INVESTMENTS S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	WRAY INVESTMENTS S. A.	suscriptor
JURGEN MOSSACK	WRAY INVESTMENTS S. A.	agent
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	director
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	WRAY INVESTMENTS S. A.	representante
JOSEF COUNT MERAN	WRAY INVESTMENTS S. A.	presidente
HANS PETER BRUELLMANN	WRAY INVESTMENTS S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	WRAY INVESTMENTS S. A.	suscriptor
JURGEN MOSSACK	WRAY INVESTMENTS S. A.	agent
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	director
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	WRAY INVESTMENTS S. A.	representante
JOSEF COUNT MERAN	WRAY INVESTMENTS S. A.	presidente
HANS PETER BRUELLMANN	WRAY INVESTMENTS S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	WRAY INVESTMENTS S. A.	suscriptor
JURGEN MOSSACK	WRAY INVESTMENTS S. A.	agent
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	director
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	WRAY INVESTMENTS S. A.	representante
JOSEF COUNT MERAN	WRAY INVESTMENTS S. A.	presidente
HANS PETER BRUELLMANN	WRAY INVESTMENTS S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	WRAY INVESTMENTS S. A.	suscriptor
JURGEN MOSSACK	WRAY INVESTMENTS S. A.	agent
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	director
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	WRAY INVESTMENTS S. A.	representante
JOSEF COUNT MERAN	WRAY INVESTMENTS S. A.	presidente
HANS PETER BRUELLMANN	WRAY INVESTMENTS S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	WRAY INVESTMENTS S. A.	suscriptor
JURGEN MOSSACK	WRAY INVESTMENTS S. A.	agent
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	director
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	WRAY INVESTMENTS S. A.	representante
JOSEF COUNT MERAN	WRAY INVESTMENTS S. A.	presidente
HANS PETER BRUELLMANN	WRAY INVESTMENTS S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	WRAY INVESTMENTS S. A.	suscriptor
JURGEN MOSSACK	WRAY INVESTMENTS S. A.	agent
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	director
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	WRAY INVESTMENTS S. A.	representante
JOSEF COUNT MERAN	WRAY INVESTMENTS S. A.	presidente
HANS PETER BRUELLMANN	WRAY INVESTMENTS S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	WRAY INVESTMENTS S. A.	suscriptor
JURGEN MOSSACK	WRAY INVESTMENTS S. A.	agent
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	director
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	WRAY INVESTMENTS S. A.	representante
JOSEF COUNT MERAN	WRAY INVESTMENTS S. A.	presidente
HANS PETER BRUELLMANN	WRAY INVESTMENTS S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	WRAY INVESTMENTS S. A.	suscriptor
JURGEN MOSSACK	WRAY INVESTMENTS S. A.	agent
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	director
ROY WILLIAM GLEW	WRAY INVESTMENTS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	WRAY INVESTMENTS S. A.	representante
JOSEF COUNT MERAN	WRAY INVESTMENTS S. A.	presidente
JURGEN MOSSACK	ALBEROSA S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	suscriptor
JURGEN MOSSACK	ALBEROSA S. A.	agent
JURGEN MOSSACK	ALBEROSA S. A.	director
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ALBEROSA S. A.	representante
JURGEN MOSSACK	ALBEROSA S. A.	presidente
JURGEN MOSSACK	ALBEROSA S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	suscriptor
JURGEN MOSSACK	ALBEROSA S. A.	agent
JURGEN MOSSACK	ALBEROSA S. A.	director
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ALBEROSA S. A.	representante
JURGEN MOSSACK	ALBEROSA S. A.	presidente
JURGEN MOSSACK	ALBEROSA S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	suscriptor
JURGEN MOSSACK	ALBEROSA S. A.	agent
JURGEN MOSSACK	ALBEROSA S. A.	director
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ALBEROSA S. A.	representante
JURGEN MOSSACK	ALBEROSA S. A.	presidente
JURGEN MOSSACK	ALBEROSA S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	suscriptor
JURGEN MOSSACK	ALBEROSA S. A.	agent
JURGEN MOSSACK	ALBEROSA S. A.	director
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ALBEROSA S. A.	representante
JURGEN MOSSACK	ALBEROSA S. A.	presidente
JURGEN MOSSACK	ALBEROSA S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	suscriptor
JURGEN MOSSACK	ALBEROSA S. A.	agent
JURGEN MOSSACK	ALBEROSA S. A.	director
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ALBEROSA S. A.	representante
JURGEN MOSSACK	ALBEROSA S. A.	presidente
JURGEN MOSSACK	ALBEROSA S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	suscriptor
JURGEN MOSSACK	ALBEROSA S. A.	agent
JURGEN MOSSACK	ALBEROSA S. A.	director
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ALBEROSA S. A.	representante
JURGEN MOSSACK	ALBEROSA S. A.	presidente
JURGEN MOSSACK	ALBEROSA S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	suscriptor
JURGEN MOSSACK	ALBEROSA S. A.	agent
JURGEN MOSSACK	ALBEROSA S. A.	director
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ALBEROSA S. A.	representante
JURGEN MOSSACK	ALBEROSA S. A.	presidente
JURGEN MOSSACK	ALBEROSA S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	suscriptor
JURGEN MOSSACK	ALBEROSA S. A.	agent
JURGEN MOSSACK	ALBEROSA S. A.	director
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ALBEROSA S. A.	representante
JURGEN MOSSACK	ALBEROSA S. A.	presidente
JURGEN MOSSACK	ALBEROSA S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	suscriptor
JURGEN MOSSACK	ALBEROSA S. A.	agent
JURGEN MOSSACK	ALBEROSA S. A.	director
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ALBEROSA S. A.	representante
JURGEN MOSSACK	ALBEROSA S. A.	presidente
JURGEN MOSSACK	ALBEROSA S. A.	tesorero
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	suscriptor
JURGEN MOSSACK	ALBEROSA S. A.	agent
JURGEN MOSSACK	ALBEROSA S. A.	director
DIVA ARGELIS PATINO DE DONADO	ALBEROSA S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	ALBEROSA S. A.	representante
JURGEN MOSSACK	ALBEROSA S. A.	presidente
RUEDIGER RENNE	BUTAN INTERNATIONAL INC.	tesorero
DIVA ARGELIS PATINO DE DONADO	BUTAN INTERNATIONAL INC.	suscriptor
JURGEN MOSSACK	BUTAN INTERNATIONAL INC.	agent
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	director
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	secretario
FERDINAND KRIER	BUTAN INTERNATIONAL INC.	presidente
RUEDIGER RENNE	BUTAN INTERNATIONAL INC.	tesorero
DIVA ARGELIS PATINO DE DONADO	BUTAN INTERNATIONAL INC.	suscriptor
JURGEN MOSSACK	BUTAN INTERNATIONAL INC.	agent
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	director
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	secretario
FERDINAND KRIER	BUTAN INTERNATIONAL INC.	presidente
RUEDIGER RENNE	BUTAN INTERNATIONAL INC.	tesorero
DIVA ARGELIS PATINO DE DONADO	BUTAN INTERNATIONAL INC.	suscriptor
JURGEN MOSSACK	BUTAN INTERNATIONAL INC.	agent
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	director
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	secretario
FERDINAND KRIER	BUTAN INTERNATIONAL INC.	presidente
RUEDIGER RENNE	BUTAN INTERNATIONAL INC.	tesorero
DIVA ARGELIS PATINO DE DONADO	BUTAN INTERNATIONAL INC.	suscriptor
JURGEN MOSSACK	BUTAN INTERNATIONAL INC.	agent
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	director
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	secretario
FERDINAND KRIER	BUTAN INTERNATIONAL INC.	presidente
RUEDIGER RENNE	BUTAN INTERNATIONAL INC.	tesorero
DIVA ARGELIS PATINO DE DONADO	BUTAN INTERNATIONAL INC.	suscriptor
JURGEN MOSSACK	BUTAN INTERNATIONAL INC.	agent
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	director
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	secretario
FERDINAND KRIER	BUTAN INTERNATIONAL INC.	presidente
RUEDIGER RENNE	BUTAN INTERNATIONAL INC.	tesorero
DIVA ARGELIS PATINO DE DONADO	BUTAN INTERNATIONAL INC.	suscriptor
JURGEN MOSSACK	BUTAN INTERNATIONAL INC.	agent
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	director
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	secretario
FERDINAND KRIER	BUTAN INTERNATIONAL INC.	presidente
RUEDIGER RENNE	BUTAN INTERNATIONAL INC.	tesorero
DIVA ARGELIS PATINO DE DONADO	BUTAN INTERNATIONAL INC.	suscriptor
JURGEN MOSSACK	BUTAN INTERNATIONAL INC.	agent
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	director
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	secretario
FERDINAND KRIER	BUTAN INTERNATIONAL INC.	presidente
RUEDIGER RENNE	BUTAN INTERNATIONAL INC.	tesorero
DIVA ARGELIS PATINO DE DONADO	BUTAN INTERNATIONAL INC.	suscriptor
JURGEN MOSSACK	BUTAN INTERNATIONAL INC.	agent
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	director
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	secretario
FERDINAND KRIER	BUTAN INTERNATIONAL INC.	presidente
RUEDIGER RENNE	BUTAN INTERNATIONAL INC.	tesorero
DIVA ARGELIS PATINO DE DONADO	BUTAN INTERNATIONAL INC.	suscriptor
JURGEN MOSSACK	BUTAN INTERNATIONAL INC.	agent
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	director
USCHI SCHIEFFER	BUTAN INTERNATIONAL INC.	secretario
FERDINAND KRIER	BUTAN INTERNATIONAL INC.	presidente
JOHN MICHAEL SMITH	SAFYRE INVESTMENT HOLDING, S.A.	tesorero
LETICIA MONTAYA MORAN	SAFYRE INVESTMENT HOLDING, S.A.	suscriptor
RAMON FONSECA MORA	SAFYRE INVESTMENT HOLDING, S.A.	agent
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	director
JOHN HENRY BUCHANAN	SAFYRE INVESTMENT HOLDING, S.A.	secretario
EL PRESIDENTE	SAFYRE INVESTMENT HOLDING, S.A.	representante
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	presidente
JOHN MICHAEL SMITH	SAFYRE INVESTMENT HOLDING, S.A.	tesorero
LETICIA MONTAYA MORAN	SAFYRE INVESTMENT HOLDING, S.A.	suscriptor
RAMON FONSECA MORA	SAFYRE INVESTMENT HOLDING, S.A.	agent
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	director
JOHN HENRY BUCHANAN	SAFYRE INVESTMENT HOLDING, S.A.	secretario
EL PRESIDENTE	SAFYRE INVESTMENT HOLDING, S.A.	representante
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	presidente
JOHN MICHAEL SMITH	SAFYRE INVESTMENT HOLDING, S.A.	tesorero
LETICIA MONTAYA MORAN	SAFYRE INVESTMENT HOLDING, S.A.	suscriptor
RAMON FONSECA MORA	SAFYRE INVESTMENT HOLDING, S.A.	agent
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	director
JOHN HENRY BUCHANAN	SAFYRE INVESTMENT HOLDING, S.A.	secretario
EL PRESIDENTE	SAFYRE INVESTMENT HOLDING, S.A.	representante
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	presidente
JOHN MICHAEL SMITH	SAFYRE INVESTMENT HOLDING, S.A.	tesorero
LETICIA MONTAYA MORAN	SAFYRE INVESTMENT HOLDING, S.A.	suscriptor
RAMON FONSECA MORA	SAFYRE INVESTMENT HOLDING, S.A.	agent
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	director
JOHN HENRY BUCHANAN	SAFYRE INVESTMENT HOLDING, S.A.	secretario
EL PRESIDENTE	SAFYRE INVESTMENT HOLDING, S.A.	representante
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	presidente
JOHN MICHAEL SMITH	SAFYRE INVESTMENT HOLDING, S.A.	tesorero
LETICIA MONTAYA MORAN	SAFYRE INVESTMENT HOLDING, S.A.	suscriptor
RAMON FONSECA MORA	SAFYRE INVESTMENT HOLDING, S.A.	agent
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	director
JOHN HENRY BUCHANAN	SAFYRE INVESTMENT HOLDING, S.A.	secretario
EL PRESIDENTE	SAFYRE INVESTMENT HOLDING, S.A.	representante
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	presidente
JOHN MICHAEL SMITH	SAFYRE INVESTMENT HOLDING, S.A.	tesorero
LETICIA MONTAYA MORAN	SAFYRE INVESTMENT HOLDING, S.A.	suscriptor
RAMON FONSECA MORA	SAFYRE INVESTMENT HOLDING, S.A.	agent
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	director
JOHN HENRY BUCHANAN	SAFYRE INVESTMENT HOLDING, S.A.	secretario
EL PRESIDENTE	SAFYRE INVESTMENT HOLDING, S.A.	representante
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	presidente
JOHN MICHAEL SMITH	SAFYRE INVESTMENT HOLDING, S.A.	tesorero
LETICIA MONTAYA MORAN	SAFYRE INVESTMENT HOLDING, S.A.	suscriptor
RAMON FONSECA MORA	SAFYRE INVESTMENT HOLDING, S.A.	agent
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	director
JOHN HENRY BUCHANAN	SAFYRE INVESTMENT HOLDING, S.A.	secretario
EL PRESIDENTE	SAFYRE INVESTMENT HOLDING, S.A.	representante
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	presidente
JOHN MICHAEL SMITH	SAFYRE INVESTMENT HOLDING, S.A.	tesorero
LETICIA MONTAYA MORAN	SAFYRE INVESTMENT HOLDING, S.A.	suscriptor
RAMON FONSECA MORA	SAFYRE INVESTMENT HOLDING, S.A.	agent
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	director
JOHN HENRY BUCHANAN	SAFYRE INVESTMENT HOLDING, S.A.	secretario
EL PRESIDENTE	SAFYRE INVESTMENT HOLDING, S.A.	representante
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	presidente
JOHN MICHAEL SMITH	SAFYRE INVESTMENT HOLDING, S.A.	tesorero
LETICIA MONTAYA MORAN	SAFYRE INVESTMENT HOLDING, S.A.	suscriptor
RAMON FONSECA MORA	SAFYRE INVESTMENT HOLDING, S.A.	agent
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	director
JOHN HENRY BUCHANAN	SAFYRE INVESTMENT HOLDING, S.A.	secretario
EL PRESIDENTE	SAFYRE INVESTMENT HOLDING, S.A.	representante
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	presidente
JOHN MICHAEL SMITH	SAFYRE INVESTMENT HOLDING, S.A.	tesorero
LETICIA MONTAYA MORAN	SAFYRE INVESTMENT HOLDING, S.A.	suscriptor
RAMON FONSECA MORA	SAFYRE INVESTMENT HOLDING, S.A.	agent
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	director
JOHN HENRY BUCHANAN	SAFYRE INVESTMENT HOLDING, S.A.	secretario
EL PRESIDENTE	SAFYRE INVESTMENT HOLDING, S.A.	representante
ROGER FRANCIS HUNZIKER	SAFYRE INVESTMENT HOLDING, S.A.	presidente
GEORGE MOIRAS	STAMANA S.A.	tesorero
DIVA ARGELIS PATINO DE DONADO	STAMANA S.A.	suscriptor
JURGEN MOSSACK	STAMANA S.A.	agent
STATIOS GRECOS	STAMANA S.A.	director
ANASTASIA GRECOS	STAMANA S.A.	vicepresidente
ANASTASIA GRECOS	STAMANA S.A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	STAMANA S.A.	representante
STATIOS GRECOS	STAMANA S.A.	presidente
GEORGE MOIRAS	STAMANA S.A.	tesorero
DIVA ARGELIS PATINO DE DONADO	STAMANA S.A.	suscriptor
JURGEN MOSSACK	STAMANA S.A.	agent
STATIOS GRECOS	STAMANA S.A.	director
ANASTASIA GRECOS	STAMANA S.A.	vicepresidente
ANASTASIA GRECOS	STAMANA S.A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	STAMANA S.A.	representante
STATIOS GRECOS	STAMANA S.A.	presidente
GEORGE MOIRAS	STAMANA S.A.	tesorero
DIVA ARGELIS PATINO DE DONADO	STAMANA S.A.	suscriptor
JURGEN MOSSACK	STAMANA S.A.	agent
STATIOS GRECOS	STAMANA S.A.	director
ANASTASIA GRECOS	STAMANA S.A.	vicepresidente
ANASTASIA GRECOS	STAMANA S.A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	STAMANA S.A.	representante
STATIOS GRECOS	STAMANA S.A.	presidente
GEORGE MOIRAS	STAMANA S.A.	tesorero
DIVA ARGELIS PATINO DE DONADO	STAMANA S.A.	suscriptor
JURGEN MOSSACK	STAMANA S.A.	agent
STATIOS GRECOS	STAMANA S.A.	director
ANASTASIA GRECOS	STAMANA S.A.	vicepresidente
ANASTASIA GRECOS	STAMANA S.A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	STAMANA S.A.	representante
STATIOS GRECOS	STAMANA S.A.	presidente
GEORGE MOIRAS	STAMANA S.A.	tesorero
DIVA ARGELIS PATINO DE DONADO	STAMANA S.A.	suscriptor
